"API","formation","BasinName","StateName","CountyName","LatWGS84","LonWGS84","BottomHoleLatitude","BottomHoleLongitude","CongMeridianName","OPERATOR","formation_alias","operator_alias"
"35093250100100","CHESTER LIME","ANADARKO BASIN","OKLAHOMA","MAJOR",36.346815667,-98.779530627,"36.33337","-98.77577","INDIAN 1870","SANDRIDGE EXPLORATION & PRODUCTION LLC","CHESTER LIME","SANDRIDGE"
"05123392860000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.411908251,-104.222662331,"40.41196","-104.20546","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123387050000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.393900026,-104.361580046,"40.40531","-104.36394","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123400870000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.436944077,-104.231991619,"40.40984","-104.23285","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123388880000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.409096782,-104.275822749,"40.42156","-104.2732","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123390360000","CODELL","DENVER BASIN","COLORADO","WELD",40.379171094,-104.372406493,"40.39057","-104.37083","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","CODELL","BONANZA CREEK"
"05123388950000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.243880008,-104.905907611,"40.24366","-104.92257","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123386240100","CODELL","DENVER BASIN","COLORADO","WELD",40.231385782,-104.925280869,"40.23225","-104.94093","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123382310100","CODELL","DENVER BASIN","COLORADO","WELD",40.016225042,-104.874936991,"40.03526","-104.87496","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123378650100","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.146702011,-104.884049009,"40.15858","-104.88167","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123384050000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.089634002,-104.679379963,"40.10093","-104.68317","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"33053068040000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.77423987,-102.788200363,"47.74682","-102.78351","FIFTH PRINCIPAL MERIDIAN 1815","QEP ENERGY COMPANY","BAKKEN","QEP"
"33053054440000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.963923201,-102.632911814,"47.99143","-102.63278","FIFTH PRINCIPAL MERIDIAN 1815","BRUIN E&P OPERATING LLC","BAKKEN","BRUIN E&P OPERATING LLC"
"33053068020000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.774199273,-102.788395862,"47.74694","-102.78569","FIFTH PRINCIPAL MERIDIAN 1815","QEP ENERGY COMPANY","BAKKEN","QEP"
"33053067500000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.963922293,-102.632475803,"47.99143","-102.62553","FIFTH PRINCIPAL MERIDIAN 1815","BRUIN E&P OPERATING LLC","THREE FORKS","BRUIN E&P OPERATING LLC"
"05123387830000","CODELL","DENVER BASIN","COLORADO","WELD",40.227607688,-104.925006377,"40.22895","-104.94103","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123386250000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.231383382,-104.925173464,"40.23057","-104.94124","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123401270100","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.361247113,-104.298528718,"40.3631","-104.26255","SIXTH PRINCIPAL MERIDIAN 1855","HIGHPOINT OPERATING","NIOBRARA","HIGHPOINT"
"05123383890000","CODELL","DENVER BASIN","COLORADO","WELD",40.016270977,-104.884608994,"40.03528","-104.88148","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123384160000","CODELL","DENVER BASIN","COLORADO","WELD",40.013103957,-104.876509972,"39.98792","-104.87683","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123383920000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.016107954,-104.878277031,"40.03526","-104.87696","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123385610000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.129194655,-104.883236064,"40.10211","-104.88155","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"35151241860000","MISSISSIPPIAN","ANADARKO BASIN","OKLAHOMA","WOODS",36.927506333,-98.84343212,"36.91412","-98.84284","INDIAN 1870","SANDRIDGE EXPLORATION & PRODUCTION LLC","MISSISSIPPIAN","SANDRIDGE"
"35151242030000","MISSISSIPPIAN","ANADARKO BASIN","OKLAHOMA","WOODS",36.798118006,-98.544717405,"36.81121","-98.54232","INDIAN 1870","SANDRIDGE EXPLORATION & PRODUCTION LLC","MISSISSIPPIAN","SANDRIDGE"
"35151242490000","MISSISSIPPIAN","ANADARKO BASIN","OKLAHOMA","WOODS",36.897623681,-98.862052123,"36.88503","-98.86061","INDIAN 1870","SANDRIDGE EXPLORATION & PRODUCTION LLC","MISSISSIPPIAN","SANDRIDGE"
"35151241870000","MISSISSIPPIAN","ANADARKO BASIN","OKLAHOMA","WOODS",36.869508369,-98.867509705,"36.85614","-98.86542","INDIAN 1870","SANDRIDGE EXPLORATION & PRODUCTION LLC","MISSISSIPPIAN","SANDRIDGE"
"33053067160000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.774132977,-102.78868516,"47.80329","-102.78469","FIFTH PRINCIPAL MERIDIAN 1815","QEP ENERGY COMPANY","THREE FORKS","QEP"
"33053068030000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.774219572,-102.788298162,"47.74695","-102.78469","FIFTH PRINCIPAL MERIDIAN 1815","QEP ENERGY COMPANY","THREE FORKS","QEP"
"05123386260000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.231388183,-104.925388273,"40.23362","-104.94094","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"33053067150000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.774155976,-102.788591461,"47.80329","-102.78362","FIFTH PRINCIPAL MERIDIAN 1815","QEP ENERGY COMPANY","BAKKEN","QEP"
"33053068010000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.774176275,-102.788493661,"47.74695","-102.7868","FIFTH PRINCIPAL MERIDIAN 1815","QEP ENERGY COMPANY","THREE FORKS","QEP"
"05123379370100","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.144993161,-104.648276908,"40.13241","-104.64271","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"33053065830000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.993118087,-102.63637724,"48.02273","-102.63648","FIFTH PRINCIPAL MERIDIAN 1815","BRUIN E&P OPERATING LLC","BAKKEN","BRUIN E&P OPERATING LLC"
"33053065850000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.993118183,-102.636132133,"48.02274","-102.63398","FIFTH PRINCIPAL MERIDIAN 1815","BRUIN E&P OPERATING LLC","BAKKEN","BRUIN E&P OPERATING LLC"
"35093250160100","CHESTER LIME","ANADARKO BASIN","OKLAHOMA","MAJOR",36.31790965,-98.866392957,"36.30464","-98.86642","INDIAN 1870","SANDRIDGE EXPLORATION & PRODUCTION LLC","CHESTER LIME","SANDRIDGE"
"05123407320100","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.204747262,-104.655701415,"40.17681","-104.65584","SIXTH PRINCIPAL MERIDIAN 1855","NOBLE ENERGY INCORPORATED","NIOBRARA","NOBLE"
"05123385750000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.633809954,-104.238269951,"40.65335","-104.23795","SIXTH PRINCIPAL MERIDIAN 1855","VERDAD RESOURCES LLC","NIOBRARA","VERDAD"
"05123391570000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.071417039,-104.909514949,"40.08601","-104.90536","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123402600000","CODELL","DENVER BASIN","COLORADO","WELD",40.353966997,-104.944679032,"40.3544","-104.96173","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","CODELL","EXTRACTION"
"05123402610000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.353359001,-104.944694038,"40.34969","-104.96189","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123395070000","CODELL","DENVER BASIN","COLORADO","WELD",40.506223991,-104.608228,"40.49447","-104.6095","SIXTH PRINCIPAL MERIDIAN 1855","PDC ENERGY INC","CODELL","PDC"
"05123395980000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.507153033,-104.641233971,"40.50259","-104.65679","SIXTH PRINCIPAL MERIDIAN 1855","PDC ENERGY INC","NIOBRARA","PDC"
"05123375480000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.753524984,-103.860800971,"40.75205","-103.87577","SIXTH PRINCIPAL MERIDIAN 1855","NOBLE ENERGY INCORPORATED","NIOBRARA","NOBLE"
"05123378300000","CODELL","DENVER BASIN","COLORADO","WELD",40.086863044,-104.695998045,"40.07475","-104.6943","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123382370000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.273478007,-104.750244969,"40.28982","-104.75012","SIXTH PRINCIPAL MERIDIAN 1855","NOBLE ENERGY INCORPORATED","NIOBRARA","NOBLE"
"05123390460000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.224735007,-104.940393023,"40.22523","-104.90417","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123393700000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.738129994,-103.895800016,"40.73839","-103.87904","SIXTH PRINCIPAL MERIDIAN 1855","VERDAD RESOURCES LLC","NIOBRARA","VERDAD"
"05123413030000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.06044298,-104.665168021,"40.07188","-104.66658","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123383990000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.231106022,-104.943971036,"40.23034","-104.97896","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123411610000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.394420036,-104.199330033,"40.42183","-104.19763","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123381830000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.228435018,-104.942757,"40.22543","-104.95853","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123395990000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.507190033,-104.641259972,"40.50352","-104.6568","SIXTH PRINCIPAL MERIDIAN 1855","PDC ENERGY INC","NIOBRARA","PDC"
"05123400820000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.891830026,-103.773959998,"40.89146","-103.74757","SIXTH PRINCIPAL MERIDIAN 1855","VERDAD RESOURCES LLC","NIOBRARA","VERDAD"
"05123407760000","CODELL","DENVER BASIN","COLORADO","WELD",40.461799967,-104.885380028,"40.46523","-104.90518","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","CODELL","EXTRACTION"
"05123411530000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.738129993,-103.895580015,"40.73799","-103.87903","SIXTH PRINCIPAL MERIDIAN 1855","VERDAD RESOURCES LLC","NIOBRARA","VERDAD"
"05123412620000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.351039989,-104.227360004,"40.35166","-104.24446","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123381840000","CODELL","DENVER BASIN","COLORADO","WELD",40.228433019,-104.942871005,"40.22633","-104.97889","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123396000000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.507226033,-104.641293974,"40.50439","-104.65677","SIXTH PRINCIPAL MERIDIAN 1855","PDC ENERGY INC","NIOBRARA","PDC"
"05123378320000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.086921043,-104.695921941,"40.07476","-104.69303","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123381880000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.22843102,-104.942976009,"40.22798","-104.9789","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123383120000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.247918991,-104.552998001,"40.26023","-104.5504","SIXTH PRINCIPAL MERIDIAN 1855","NOBLE ENERGY INCORPORATED","NIOBRARA","NOBLE"
"05123384980000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.467569994,-104.869799995,"40.46762","-104.90526","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123402730000","CODELL","DENVER BASIN","COLORADO","WELD",40.353282002,-104.944696039,"40.34916","-104.96193","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","CODELL","EXTRACTION"
"05123386270000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.059224038,-104.90273803,"40.08612","-104.90105","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123385490000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.073969032,-104.70290902,"40.09342","-104.70525","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123413260000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.060441977,-104.662741008,"40.07188","-104.6624","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123383290000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.151929043,-104.776245035,"40.1308","-104.77808","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123414150000","CODELL","DENVER BASIN","COLORADO","WELD",40.550186049,-104.832879008,"40.54748","-104.84873","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","CODELL","EXTRACTION"
"05123377100000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.50932,-104.781029982,"40.49687","-104.77917","SIXTH PRINCIPAL MERIDIAN 1855","SRC ENERGY INCORPORATED","NIOBRARA","SRC ENERGY INCORPORATED"
"05123383300000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.151929042,-104.776038027,"40.13075","-104.77367","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123384450000","NIOBRARA / FORT HAYS / CODELL","DENVER BASIN","COLORADO","WELD",40.214370018,-105.052447982,"40.21401","-105.03747","SIXTH PRINCIPAL MERIDIAN 1855","CRESTONE PEAK RESOURCES OPERATING LLC","NIOBRARA","CRESTONE PEAK"
"05123413310000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.060440977,-104.662526998,"40.07186","-104.66094","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123381730000","CODELL","DENVER BASIN","COLORADO","WELD",40.490688981,-104.852251959,"40.49072","-104.86797","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","CODELL","EXTRACTION"
"05123391620000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.22076301,-104.939846022,"40.22039","-104.90401","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123413300000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.060439977,-104.662313988,"40.07192","-104.65974","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123414130000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.550226949,-104.832879008,"40.54837","-104.84873","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123414170000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.550104049,-104.832880008,"40.5464","-104.84876","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123376780000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.015500028,-104.898041959,"40.02919","-104.89601","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123383230000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.231842035,-104.529232975,"40.21851","-104.53037","SIXTH PRINCIPAL MERIDIAN 1855","NOBLE ENERGY INCORPORATED","NIOBRARA","NOBLE"
"05123411620000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.394470037,-104.199330033,"40.42194","-104.19614","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123378970000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.711709983,-104.149490021,"40.7002","-104.14605","SIXTH PRINCIPAL MERIDIAN 1855","VERDAD RESOURCES LLC","NIOBRARA","VERDAD"
"30025421320000","BONE SPRING","PERMIAN BASIN","NEW MEXICO","LEA",32.566839391,-103.776722595,"32.57944","-103.77826","NEW MEXICO 1855","FASKEN OIL AND RANCH LTD","BONE SPRING","FASKEN"
"30025424250000","BONE SPRING","PERMIAN BASIN","NEW MEXICO","LEA",32.282380223,-103.55371459,"32.26924","-103.55309","NEW MEXICO 1855","DEVON ENERGY PRODUCTION COMPANY L P","BONE SPRING","DEVON"
"30025417070000","WOLFCAMP UPPER","PERMIAN BASIN","NEW MEXICO","LEA",32.049389945,-103.672378486,"32.03634","-103.67204","NEW MEXICO 1855","CONOCOPHILLIPS COMPANY","WOLFCAMP UPPER","CONOCOPHILLIPS"
"05123385680000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.467619993,-104.869799994,"40.4685","-104.90525","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123393380000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.206470984,-104.960915962,"40.20791","-104.97873","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123391950000","NIOBRARA / FORT HAYS / CODELL","DENVER BASIN","COLORADO","WELD",40.18776302,-104.977268035,"40.18919","-104.94159","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123395050000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.200246,-104.961933037,"40.20188","-104.98004","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123375690000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.455061046,-104.394106016,"40.45654","-104.41236","SIXTH PRINCIPAL MERIDIAN 1855","NOBLE ENERGY INCORPORATED","NIOBRARA","NOBLE"
"05123386560000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.444757001,-104.394108984,"40.44558","-104.41108","SIXTH PRINCIPAL MERIDIAN 1855","NOBLE ENERGY INCORPORATED","NIOBRARA","NOBLE"
"05123386310000","CODELL","DENVER BASIN","COLORADO","WELD",40.180191036,-104.978299018,"40.17971","-104.94323","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123391260000","CODELL / FORT HAYS","DENVER BASIN","COLORADO","WELD",40.10099903,-104.882427974,"40.08874","-104.88076","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","CODELL","ANADARKO"
"05123410480000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.433138983,-104.298584963,"40.4346","-104.28176","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123411050000","CODELL","DENVER BASIN","COLORADO","WELD",40.410774038,-104.641188951,"40.40813","-104.6653","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","CODELL","EXTRACTION"
"05123411080000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.410813037,-104.64117005,"40.40857","-104.66607","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123411120000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.410929037,-104.641114046,"40.41144","-104.66609","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123414920000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.072195016,-104.679746951,"40.05995","-104.67893","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123419490000","NIOBRARA / FORT HAYS","DENVER BASIN","COLORADO","WELD",40.275966978,-104.774318031,"40.27549","-104.80126","SIXTH PRINCIPAL MERIDIAN 1855","PDC ENERGY INC","NIOBRARA","PDC"
"05123380220000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.044893014,-104.712622997,"40.0584","-104.71522","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
"05123407010000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.452836017,-104.688863996,"40.46446","-104.68727","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123411130000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.411004037,-104.641076944,"40.41203","-104.6654","SIXTH PRINCIPAL MERIDIAN 1855","EXTRACTION OIL & GAS LLC","NIOBRARA","EXTRACTION"
"05123411470000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.423850038,-104.275649978,"40.4501","-104.27598","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123411540000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.423929997,-104.266219959,"40.45043","-104.26661","SIXTH PRINCIPAL MERIDIAN 1855","BONANZA CREEK ENERGY OPERATING CO LLC","NIOBRARA","BONANZA CREEK"
"05123414950000","NIOBRARA","DENVER BASIN","COLORADO","WELD",40.072142017,-104.679667948,"40.05992","-104.67744","SIXTH PRINCIPAL MERIDIAN 1855","KERR-MCGEE OIL & GAS ONSHORE LP","NIOBRARA","ANADARKO"
